id,hsk_level,hanzi,pinyin,english_translation,detailed_english_translation
1659,4,时间表,shíjiānbiǎo,schedule,"Means a schedule or timetable."
1660,4,实际上,shíjìshàng,actually,"Means actually or in reality."
1661,4,食品,shípǐn,food products,"Refers to food products or food items in general."
1662,4,食堂,shítáng,canteen,"Means a cafeteria, canteen, or dining hall."
1663,4,食物,shíwù,food,"Means food."
1664,4,实在,shízài,really,"Often means really or truly. It can also describe something as solid, honest, or dependable."
1665,4,十字路口,shízì lùkǒu,intersection,"Means a crossroads or road intersection."
1666,4,使,shǐ,make,"Often means to make or cause someone or something to do something. It can also mean to use."
1667,4,使馆,shǐguǎn,embassy,"Means an embassy."
1668,4,使用,shǐyòng,use,"Means to use."
1669,4,市场,shìchǎng,market,"Means a market or marketplace. It can also mean the market in a broader business sense."
1670,4,是否,shìfǒu,whether,"Means whether or not."
1671,4,适合,shìhé,suit,"Means to suit or be appropriate for someone or something."
1672,4,世纪,shìjì,century,"Means a century."
1673,4,视频,shìpín,video,"Means a video."
1674,4,市区,shìqū,urban area,"Means the urban area or city center."
1675,4,试题,shìtí,test question,"Means a test question or exam question."
1676,4,适应,shìyìng,adapt to,"Means to adapt to or get used to something."
1677,4,收费,shōufèi,charge a fee,"Means to charge a fee or collect payment."
1678,4,收入,shōurù,income,"Means income, earnings, or revenue."
1679,4,收拾,shōushi,tidy up,"Means to tidy up, put things in order, or pack up."
1680,4,收听,shōutīng,listen to,"Means to listen to a radio program or broadcast."
1681,4,首,shǒu,measure word for songs,"A measure word commonly used for songs, poems, and some pieces of music."
1682,4,首都,shǒudū,capital,"Means a capital city."
1683,4,首先,shǒuxiān,first,"Means first or first of all."
1684,4,受不了,shòubuliǎo,can't stand,"Means to be unable to bear or endure something."
1685,4,售票员,shòupiàoyuán,ticket seller,"Refers to a ticket seller or ticket clerk."
1686,4,受伤,shòushāng,get injured,"Means to get injured or be hurt."
1687,4,输,shū,lose,"Most commonly means to lose. In some contexts, it can also mean to transport or enter information."
1688,4,熟,shú/shóu,ripe,"Can mean ripe or cooked. It can also describe being familiar or skilled."
1689,4,熟悉,shúxi,familiar with,"Means to be familiar with something or know it well."
1690,4,暑假,shǔjià,summer vacation,"Means summer vacation."
1691,4,数,shù,count,"Means to count or calculate. In some contexts, it can also refer to a number."
1692,4,数量,shùliàng,quantity,"Means quantity or amount."
1693,4,树林,shùlín,woods,"Means woods, a grove, or a small forest."
1694,4,数字,shùzì,number,"Means a number, numeral, or digit."
1695,4,帅,shuài,handsome,"Means handsome or stylish. In informal speech, it can also mean cool."
1696,4,顺便,shùnbiàn,on the way,"Means to do something conveniently at the same time or while already doing something else."
1697,4,顺利,shùnlì,smoothly,"Means smoothly or without problems."
1698,4,顺序,shùnxù,order,"Means order or sequence."
1699,4,说法,shuōfǎ,way of saying it,"Means a way of saying something, a wording, or an explanation."
1700,4,说明,shuōmíng,explain,"Means to explain or make something clear. It can also mean to show that something is the case."
1701,4,说明书,shuōmíngshū,instruction manual,"Means an instruction manual or directions for use."
1702,4,硕士,shuòshì,master's degree,"Means a master's degree. It can also refer to someone who has one."
1703,4,死,sǐ,die,"Means to die or be dead. In some contexts, it can also describe something as rigid or completely fixed."
1704,4,速度,sùdù,speed,"Means speed."
1705,4,塑料,sùliào,plastic,"Means plastic."
1706,4,酸,suān,sour,"Means sour. It can also describe aching muscles or a sour, unpleasant feeling."
1707,4,酸奶,suānnǎi,yogurt,"Means yogurt."
1708,4,算,suàn,count,"Means to count or calculate. It can also mean to consider something as belonging to a certain category."
1709,4,随便,suíbiàn,casually,"Can mean casually, as one likes, or without being strict. Depending on context, it can sound relaxed or careless."
1710,4,随着,suízhe,along with,"Means along with or as something changes or develops."
1711,4,孙女,sūnnǚ,granddaughter,"Means granddaughter."
1712,4,孙子,sūnzi,grandson,"Means grandson."
1713,4,所有,suǒyǒu,all,"Means all or every one of something."
1714,4,台,tái,platform,"Can mean a platform, stand, or station. It is also a common measure word for machines such as TVs or computers."
1715,4,抬,tái,lift,"Means to lift, raise, or carry something up."
1716,4,抬头,táitóu,look up,"Means to raise your head or look up."
1717,4,态度,tàidù,attitude,"Means attitude or the way someone approaches something."
1718,4,弹,tán,flick,"Can mean to flick,弹, or play a stringed instrument, depending on the context."
1719,4,谈,tán,talk,"Means to talk, discuss, or chat."
1720,4,汤,tāng,soup,"Usually means soup."
1721,4,躺,tǎng,lie down,"Means to lie down or recline."
1722,4,趟,tàng,trip,"A measure word for trips, times of going somewhere, or rounds."
1723,4,讨论,tǎolùn,discuss,"Means to discuss or talk something over."
1724,4,讨厌,tǎoyàn,hate,"Means to dislike strongly. It can also describe someone or something as annoying."
1725,4,特点,tèdiǎn,feature,"Means a distinctive feature or characteristic."
1726,4,提,tí,carry,"Can mean to carry in the hand, lift, mention, or raise a point."
1727,4,提出,tíchū,raise,"Means to raise, put forward, or propose something."
1728,4,提到,tídào,mention,"Means to mention or refer to something."
1729,4,提供,tígōng,provide,"Means to provide, offer, or supply."
1730,4,提前,tíqián,in advance,"Means in advance or earlier than planned."
1731,4,提醒,tíxǐng,remind,"Means to remind someone or call attention to something."
1732,4,体检,tǐjiǎn,physical examination,"Means a physical examination or health check."
1733,4,体温,tǐwēn,body temperature,"Means body temperature."
1734,4,体重,tǐzhòng,body weight,"Means body weight."
1735,4,填写,tiánxiě,fill in,"Means to fill in a form or write information in the required spaces."
1736,4,条件,tiáojiàn,condition,"Can mean a condition, requirement, or circumstance."
1737,4,听力,tīnglì,listening ability,"Means hearing or listening ability. In study contexts, it often refers to listening comprehension."
1738,4,听众,tīngzhòng,audience,"Refers to an audience of listeners."
1739,4,停,tíng,stop,"Means to stop, come to a halt, or park."
1740,4,停车,tíngchē,park,"Means to stop or park a vehicle."
1741,4,停车场,tíngchēchǎng,parking lot,"Means a parking lot or parking area."
1742,4,停止,tíngzhǐ,stop,"Means to stop, cease, or come to an end."
1743,4,通,tōng,through,"Can mean through, connected, or clear. It also appears in many words related to passing, communication, and transport."
1744,4,通过,tōngguò,pass through,"Can mean to pass through, get through, or adopt something officially. It can also mean by means of."
1745,4,通知,tōngzhī,notify,"Means to notify or inform. As a noun, it can also mean a notice."
1746,4,童年,tóngnián,childhood,"Means childhood."
1747,4,同时,tóngshí,at the same time,"Means at the same time or meanwhile."
1748,4,同样,tóngyàng,the same,"Means the same or similarly."
1749,4,桶,tǒng,bucket,"Means a bucket, barrel, or can."
1750,4,痛,tòng,painful,"Means painful or sore. It can describe physical pain or emotional hurt."
1751,4,头痛,tóutòng,have a headache,"Means to have a headache."
1752,4,图,tú,picture,"Can mean a picture, diagram, chart, or drawing."
1753,4,图片,túpiàn,image,"Means a picture, image, or photograph."
1754,4,土,tǔ,soil,"Means soil, earth, or ground."
1755,4,推,tuī,push,"Means to push. It can also mean to postpone, recommend, or promote in different contexts."
1756,4,推迟,tuīchí,postpone,"Means to postpone or delay."
1757,4,推出,tuīchū,launch,"Means to launch, release, or introduce something."
1758,4,脱,tuō,take off,"Means to take off, remove, or escape from something."
1759,4,袜子,wàzi,socks,"Means socks or stockings."
1760,4,外出,wàichū,go out,"Means to go out or be away from home."
1761,4,外套,wàitào,coat,"Means a coat or jacket."
1762,4,完全,wánquán,completely,"Means completely, totally, or entirely."
1763,4,晚安,wǎn'ān,good night,"A common way to say good night."
1764,4,晚餐,wǎncān,dinner,"Means dinner or the evening meal."
1765,4,网购,wǎnggòu,shop online,"Means to shop online or online shopping."
1766,4,往往,wǎngwǎng,often,"Means often or frequently, especially when something tends to happen in a certain way."
1767,4,网页,wǎngyè,web page,"Means a web page."
1768,4,网友,wǎngyǒu,online friend,"Refers to an online friend or internet acquaintance."
1769,4,网址,wǎngzhǐ,web address,"Means a website address or URL."
1770,4,危险,wēixiǎn,dangerous,"Means dangerous or involving danger."
1771,4,为,wéi,become,"Can mean to be, become, act as, or take something as something else, depending on the context."
1772,4,味,wèi,taste,"Can mean taste, smell, or a certain flavor or feeling."
1773,4,味道,wèidào,taste,"Means taste, flavor, or smell."
1774,4,卫生,wèishēng,hygiene,"Means hygiene, sanitation, or cleanliness."
1775,4,温度,wēndù,temperature,"Means temperature."
1776,4,闻,wén,smell,"Can mean to smell something or hear about something. In older or formal usage, it can also refer to news."
1777,4,文件,wénjiàn,document,"Means a document or file."
1778,4,文章,wénzhāng,article,"Means an article, essay, or piece of writing."
1779,4,文字,wénzì,writing,"Means written language, characters, or wording."
1780,4,污染,wūrǎn,pollute,"Means to pollute or contaminate. As a noun, it can also mean pollution."
1781,4,无,wú,no,"A formal word meaning no, not, or without."
1782,4,无法,wúfǎ,unable to,"Means to be unable to do something."
1783,4,无聊,wúliáo,boring,"Means boring, dull, or bored."
1784,4,无论,wúlùn,no matter,"Means no matter what, no matter how, or regardless of."
1785,4,午餐,wǔcān,lunch,"Means lunch."
1786,4,误会,wùhuì,misunderstand,"Means to misunderstand. As a noun, it can also mean a misunderstanding."
1787,4,吸,xī,inhale,"Means to inhale, suck in, or absorb."
1788,4,西部,xībù,western part,"Means the western part of a place."
1789,4,西红柿,xīhóngshì,tomato,"Means tomato."
1790,4,吸引,xīyǐn,attract,"Means to attract or draw someone's attention."
1791,4,细,xì,thin,"Means thin, fine, or detailed. It can also describe someone as careful."
1792,4,细心,xìxīn,careful,"Means careful, attentive, or thoughtful."
1793,4,下降,xiàjiàng,go down,"Means to go down, decrease, or decline."
1794,4,鲜,xiān,fresh,"Usually means fresh. It can also describe food as tasty or something as bright in color."
1795,4,鲜花,xiānhuā,flowers,"Means fresh flowers."
1796,4,咸,xián,salty,"Means salty."
1797,4,现金,xiànjīn,cash,"Means cash."
1798,4,羡慕,xiànmù,envy,"Means to envy or admire what someone else has."
1799,4,线上,xiànshàng,online,"Means online."
1800,4,线下,xiànxià,offline,"Means offline, especially for activities or business that happen in person rather than on the internet."
1801,4,现有,xiànyǒu,existing,"Means existing or currently available."
1802,4,香,xiāng,fragrant,"Means fragrant or nicely scented. It is also often used for food that smells or tastes especially good."
1803,4,相比,xiāngbǐ,compared with,"Means compared with or in comparison to."
1804,4,相反,xiāngfǎn,opposite,"Means opposite or contrary."
1805,4,相互,xiānghù,mutual,"Means mutual or each other."
1806,4,相同,xiāngtóng,the same,"Means the same or identical."
1807,4,详细,xiángxì,detailed,"Means detailed or thorough."
1808,4,响,xiǎng,make a sound,"Means to make a sound, ring, or be noisy."
1809,4,想法,xiǎngfǎ,idea,"Means an idea, opinion, or way of thinking."
1810,4,项,xiàng,item,"Usually means an item, project, or term in a list."
1811,4,消息,xiāoxi,news,"Means news, information, or a message."
1812,4,小吃,xiǎochī,snack,"Refers to snacks or simple local foods."
1813,4,小伙子,xiǎohuǒzi,young man,"An informal way to refer to a young man."
1814,4,小说,xiǎoshuō,novel,"Means a novel or work of fiction."
1815,4,小组,xiǎozǔ,group,"Means a small group or team."
1816,4,效果,xiàoguǒ,effect,"Means the effect or result of something."
1817,4,笑话,xiàohua,joke,"Means a joke. It can also mean to laugh at someone in some contexts."
1818,4,血,xiě,blood,"Means blood."
1819,4,心,xīn,heart,"Can mean the heart, mind, feelings, or inner thoughts."
1820,4,辛苦,xīnkǔ,hard,"Describes something as hard, tiring, or demanding. It is also often used to acknowledge someone's effort."
1821,4,心情,xīnqíng,mood,"Means mood or state of mind."
1822,4,信号,xìnhào,signal,"Means a signal."
1823,4,信息,xìnxī,information,"Means information or a message."
1824,4,信心,xìnxīn,confidence,"Means confidence or faith in something."
1825,4,兴奋,xīngfèn,excited,"Means excited or excitedly interested."
1826,4,星星,xīngxing,star,"Means a star in the sky."
1827,4,醒,xǐng,wake up,"Means to wake up or be awake. It can also mean to become clear-headed or aware."
